27	0.5555555555555556	0.8148148148148148	0.8518518518518519
2853	0.7234490010515248	0.8962495618647038	0.9495268138801262
3	0.6666666666666666	0.6666666666666666	0.6666666666666666
403	0.4987593052109181	0.6203473945409429	0.7344913151364765
101	0.32673267326732675	0.10891089108910891	0.38613861386138615
3	0.3333333333333333	0.3333333333333333	0.3333333333333333
4	1.0	0.5	1.0
4	0.25	0.75	0.75
157	0.5159235668789809	0.7197452229299363	0.7770700636942676
23	0.34782608695652173	0.6086956521739131	0.6086956521739131
16	0.6875	0.875	0.875
32	0.75	0.84375	0.90625
159	0.37735849056603776	0.4779874213836478	0.610062893081761
20	0.1	0.2	0.25
983	0.4404883011190234	0.6002034587995931	0.7304170905391658
16	0.625	0.8125	0.9375
21	0.7619047619047619	0.8571428571428571	0.9047619047619048
10	0.9	1.0	1.0
17	0.7058823529411765	0.17647058823529413	0.7058823529411765
17	0.4117647058823529	0.8823529411764706	0.8823529411764706
7	0.7142857142857143	1.0	1.0
161	0.8198757763975155	0.8633540372670807	0.968944099378882
3	0.6666666666666666	0.6666666666666666	1.0
13	0.3076923076923077	0.9230769230769231	0.9230769230769231
10	0.5	0.7	0.7
20	0.4	0.6	0.65
8	0.5	0.75	0.75
91	0.7252747252747253	0.8901098901098901	0.9230769230769231
14	0.21428571428571427	0.5714285714285714	0.6428571428571429
1	1.0	1.0	1.0
14	0.5	0.8571428571428571	0.8571428571428571
4	1.0	0.75	1.0
8	0.625	0.875	0.875
1301	0.40737893927747887	0.5180630284396618	0.6564181398923905
11	0.7272727272727273	0.7272727272727273	0.8181818181818182
9	0.5555555555555556	0.6666666666666666	0.6666666666666666
1	1.0	1.0	1.0
95	0.28421052631578947	0.25263157894736843	0.37894736842105264
2005	0.6309226932668329	0.8394014962593517	0.8723192019950124
3	0.6666666666666666	1.0	1.0
27	0.7407407407407407	0.8888888888888888	0.9629629629629629
51	0.1568627450980392	0.11764705882352941	0.19607843137254902
421	0.9049881235154394	1.0	1.0
6	0.16666666666666666	0.16666666666666666	0.16666666666666666
4	0.0	0.5	0.5
15	0.6666666666666666	0.8	0.8666666666666667
39098	0.8622691697785053	0.9964959844493324	0.9985165481610313
2	0.0	0.0	0.0
6	1.0	1.0	1.0
